First coefficient; Second coefficient; Left value; Right value; Expected result
0.5888803864050505; 0.6994736389316143; -0.7921392116255477; 0.34807743130104374; -0.22300425752653452
0.9269395620414578; -0.7117300820667589; -0.2316495246021908; 0.8967608910880915; -0.8529768114902538
0.17324998588518503; 0.8127461794159017; 0.7999562589157518; 0.4594968135692834; 0.5120466902481353
0.8765535579198722; -0.34075610969811065; -0.8038515446081766; -0.7591540198568489; -0.44593256099758
-0.5347632826722626; 0.44869293955637124; -0.971646964998832; -0.2372102782043528; 0.41316654358082067
-0.6902123530910116; -0.9857843300213609; 0.9677594520144115; 0.8994864850406801; -1.5546592106200305
0.020523564822688467; -0.9234050468480324; 0.43386534276890365; -0.46489747216683597; 0.43819313555238454
-0.7930929525650663; -0.0062190957059253815; -0.17392617790910436; -0.522171432240129; 0.14118706007829007
0.6079486117122379; -0.7789050240094917; -0.5544457166816799; -0.42475096085661934; -0.0062338463623443086
-0.9296948186825009; -0.10537254947409092; -0.5819429873388806; -0.07581602908899443; 0.5490183083736827
-0.19038269533118157; -0.17888781803073495; -0.6948274753191002; 0.7409731261770391; -2.679382198126634E-4
-0.01934980411938292; 0.8368856283998689; -0.1341999510990053; -0.15596002632692874; -0.12792396187127533
0.01559620316855126; 0.16742248779544955; -0.7318479116216234; 0.07291836615772618; 7.941255499752473E-4
0.0828961654285505; 0.4743029987623486; 0.9762874615160237; 0.5881406031351282; 0.35988733867653955
0.247303577275773; -0.5568841544985521; -0.973780791195151; -0.838361290634045; 0.2260506453540616
0.7468679047651665; -0.7100393112412278; 0.9015053209642594; -0.27887473389340767; 0.8713174141794812
0.016241310111843932; 0.7699008692748719; 0.1791608687314039; 0.6468106512687553; 0.5008898898970348
0.3120224216697993; -0.907036026343141; 0.33240737982340796; 0.24128214384614455; -0.11513304134834856
-0.815945994379722; -0.32305272528932094; -0.33515462634750115; 0.5213063210863069; 0.10505864712859475
-0.9053059204199254; 0.44603064548450044; 0.6563171465846815; 0.0015587287486331647; -0.5934725576863361
0.02988755824096545; 0.961587082604273; -0.3768779255347965; -0.7529618062623289; -0.7353023075453922
0.36266096219854926; 0.6112092423677729; -0.21359419881694275; 0.6467279175218759; 0.3178238028236525
-0.9056815962396219; 0.5962098146213051; -0.9189377227901381; -0.99824366266189; 0.23710231455883735
0.8542747712434537; -0.6126864958527825; 0.06151356740206215; 0.4591480126782399; -0.2287642982448343
0.9318552682715822; -0.3492700520066785; 0.265913016809866; -0.9670729740191089; 0.5855620735461708
-0.4266139107606228; -0.047687073147660186; 0.09838476707349564; -0.07664079877487406; -0.03831753486322441
-0.8867194707611334; -0.3277359286040311; 0.18542549877848646; -0.956377560491128; 0.14901888774113903
0.4970065311969396; -0.28978344747373863; -0.9227229683837277; 0.7971825441870859; -0.6896096476925596
0.10892560511483307; -0.13208098270689805; -0.18268236901144164; 0.8545404316029204; -0.13276732755727305
-0.8916259171716183; 0.15616871955044065; -0.2569846537031184; -0.411118575434652; 0.1649303160480428
0.8424805870828203; -0.9728042501142149; 0.34270090288725386; -0.8471496631220174; 1.11282965062619
-0.9686708506183794; 0.3879550238393843; 0.6737766381310653; 0.2514604217883636; -0.5551124552556448
-0.4360866921812878; -0.6452972781634254; -0.7244455139820074; -0.3423405978494476; 0.5368325038550749
0.43949407157597964; -0.5523532066986552; -0.15581052781725924; -0.5348851964751142; 0.2269677502238599
0.15781944294650274; -0.8559905925034528; 0.050719599812256044; -0.7851039983255423; 0.6800461756923506
-0.7023140391012881; 0.21815077410237138; -0.11881195242669929; -0.2121626775619614; 0.03715984985653157
0.9214953905703582; 0.6537096162413063; -0.8617494130206085; 0.8492936778409224; -0.23890666770764557
0.9851059732743337; 0.9429352612768127; -0.05033979932777832; 0.15330188778394938; 0.09496371860056121
0.29546632178635734; 0.7683173301497432; 0.43455819739610635; -0.37165420992836395; -0.1571510581243354
-0.7167223202047401; 0.7674281217646906; -0.8635754107139353; 0.747882433869657; 1.1928897835640493
-0.7504051125028564; 0.16362339889208144; 0.19725702451957705; -0.7787293156496939; -0.2754410171200994
0.9861093818803193; -0.09556932897587544; 0.08350443124769424; 0.1148253088315816; 0.07137072536744947
0.9360617916353025; -0.9822925410154111; 0.7403726623075131; 0.8626544426185772; -0.1543444637006658
0.2605817057196771; -0.3102575630963851; 0.02026273168674453; 0.7128315047727065; -0.21588126838363708
0.3868568783779258; 0.9081187304731699; 0.4333655096113833; 0.9760272184089229; 1.0539990267336892
-0.039011075966651765; -0.256325165248684; -0.6186480041822304; 0.4404134569768694; -0.08875492784956973
0.9896195260914529; -0.3074311694855294; 0.2212976030465028; -0.33690125781203273; 0.3225743767423537
-0.2319167367020043; -0.7456917958088036; 0.8308236143451981; 0.07431718280756261; -0.24809961492112537
0.15826569410159097; 0.5810451262820933; -0.28162541953826414; -0.8317017816947643; -0.5278279092737514
-0.3269553368848541; -0.026958666212452354; -0.10145086865291653; 0.44863701650207655; 0.02107524735924545
-0.2498145704382364; -0.8440454789431517; 0.2029033295281062; 0.264640867174319; -0.2740571355886309
-0.5895693022748891; -0.5829962576043233; 0.9177287873040012; -0.30252196070106474; -0.36469554987655717
-0.9572021770531631; 0.7669685230681988; -0.8748001641292962; -0.701302263604876; 0.2994838602496104
-0.43614464218043136; -0.029356351069265374; 0.9585546926003827; 0.9674987114568583; -0.4464707252471567
-0.8227771335336758; 0.7212389996697646; -0.8646311246509584; -0.20706762475666385; 0.5620534717608234
0.778791080422605; -0.15921893361707862; -0.19040668142289507; -0.35270206293755546; -0.09213017879955787
0.8654362653972405; 0.8574025047602105; 0.3841986237174708; -0.20974672112320625; 0.15266205802452923
0.4733352143349574; -0.13675027043089694; -0.5549085299977241; 0.1314330843635978; -0.28063125781305776
0.05732012969432443; -0.9115621567069341; -0.3594566038708238; -0.6240461161468804; 0.5482527243660792
0.02545603476314473; 0.01686536817444395; -0.04909994987422017; 0.8141901090373405; 0.012481725922038599
-0.28668595823521303; -0.24698740975027178; -0.9249383979025563; 0.8360279476299386; 0.05867847364728268
-0.5468650267337216; 0.5301607075122008; -0.47002343095405896; 0.6709228440012851; 0.6127363057959863
-0.21843941811738077; 0.6293492121905013; -0.04367437855334089; 0.3857754489692915; 0.25232768072909056
0.45515929188547455; 0.71375072428932; -0.986494219175452; -0.39077516242266386; -0.7279280654624658
0.881785057278575; -0.7025243939736383; 0.08514557114793497; 0.3218918203539649; -0.15105676368754162
-0.31604806861478685; -0.4001640954279835; -0.8562835875119204; 0.7584101868581756; -0.03286175236778649
0.7649945783475409; -0.5806673124136053; -0.9328002707289502; 0.1165662537456087; -0.7812733630693502
-0.19055168739737427; 0.8701478206476936; 0.480333711994934; -0.5635410633954034; -0.5818924274934731
0.9851159423153528; -0.8580426657095996; -0.962774872493408; -0.9360247346324932; -0.14529571727970214
0.9495723489093755; -0.7288931922969693; 0.6790068537261689; 0.6617211693261009; 0.1624420774977378
0.2643456233210655; -0.38308714739208183; -0.20757064607361464; -0.3983883275637998; 0.09774705614123241
-0.7681792556595797; -0.06391044124568213; -0.5109137682862603; -0.10582995086851854; 0.3992369970853863
0.9457062433849746; 0.631378920428646; 0.5181147701245798; 0.7291116532806243; 0.9503301014170518
0.255148653889554; 0.68284788527439; -0.2258100383842907; -0.2936626365609605; -0.2581420376882539
-0.03412376195768463; 0.13065088757144072; 0.39179022466475866; 0.2837256792006997; 0.023699655450573266
-0.4436692152538244; -0.06264822090886613; 0.33060361671216665; 0.7134669977807229; -0.19137608527491534
0.7358860870868369; -0.3139176107217869; 0.8872627731663614; 0.5678095326638424; 0.4746789185243216
0.38924504664758874; -0.8138959298512694; 0.7535302235603194; 0.35904432086850546; 0.001083195629014766
-0.1653103446780133; -0.052182668604495275; 0.5257640755965185; 0.7650132673526997; -0.1268346743644856
-0.5487064875027923; -0.33652497318583485; -0.3563293220556125; -0.36233141471372243; 0.31745378032030747
-0.6862099326436906; -0.5009461100767816; -0.006916534454244561; 0.9904328051295332; -0.49140726638009985
-0.6441500073892941; -0.5718383120439441; -0.18932780742156186; -0.37842808652071014; 0.33835518677562043
-0.9102601295870927; 0.36573459305935074; 0.2110004413468325; -0.7287224295218899; -0.4585842902977113
0.5820778269752946; -0.8901500985530233; 0.08476432639384468; 0.4084228945064323; -0.3142182448838581
0.9175186715067167; 0.7717833522221447; 0.4374904158200783; -0.4048584704926661; 0.08894259758779921
0.507689166742374; 0.4471500549756535; -0.45798084946961337; 0.4842752405991544; -0.015968215393932894
-0.6472147897860936; 0.5581752696247777; -0.5347185998434323; 0.8077374281870677; 0.7969368429567224
0.6202991063005618; -0.34028596824823865; -0.1647623857986229; 0.14094102542672093; -0.15016221396606552
0.7963741204718335; -0.24119116417541453; 0.7164823674968523; 0.6659152879182171; 0.40997513171368166
0.46703459690719695; 0.7213535521004164; 0.4097634784356683; -0.1353729476782044; 0.09372196431251667
0.49753534316528003; -0.559722598879264; 0.52150523729663; -0.8752592657596845; 0.7493696781250366
0.5651120196227706; -0.9505365288712846; -0.28173365310730936; -0.01702280882233298; -0.14303027209355276
-0.619794772533828; 0.6240803983640892; 0.9723986077498341; 0.8978068314136514; -0.04238392889988718
0.7772424372277214; -0.10741297215105994; 0.05591293175127521; -0.013069860273329015; 0.04486177588446572
0.8338507310267154; -0.6480601251636793; 0.07700548980372912; 0.7626690266884537; -0.43004430092827095
0.4148596167030765; -0.5094662757151018; 0.29420323742981824; 0.767668540333069; -0.26904818991419854
-0.40119567251548194; -0.5930427368637738; 0.2740618666048593; 0.3455816232163933; -0.3148971065254602
0.21477142084910938; 0.27585294362947255; 0.08726234288423251; -0.6838618127659393; -0.16990383671940276
-0.04036549600258077; 0.5769208496781417; -0.7891719481648736; -0.13262433864800238; -0.044658429021809054
0.16793233284158782; -0.9589228205275195; 0.042823837769192075; -0.44551208801325815; 0.43440321499458817
0.9353565932313002; -0.9290663943184716; -0.9554873638246308; -0.22755319366298554; -0.6823093803504396
-0.4867280356031467; -0.6649958583170545; 0.8838758900638359; -0.26767226448634496; -0.2522062284179871
-0.3077860999688842; -0.6967168705900986; 0.29657247660250885; -0.44213272405827375; 0.21676044195975674
-0.8861505601665889; 0.5225024993281875; -0.7947564622633769; -0.40554100483849154; 0.49237769562253153
-0.07789118231567982; -0.4540578622757596; 0.4488423578537224; -0.044149789218091096; -0.014914303014292071
0.4167835897776; 0.4371272537483626; -0.388905311065477; 0.3638850559530502; -0.0030252764406175914
-0.414134585081525; 0.23074621580189825; -0.2942295206041874; -0.9574473178025542; -0.09907672497846567
-0.4588352527085604; 0.025379214555883545; -0.706320858050661; -0.5467327015386962; 0.3102092628599339
0.7842664252508751; 0.5946590138559904; 0.29730117419809576; 0.30063797389967806; 0.4119404101980738
-0.8740752707089794; 0.8352815548908494; 0.03309771090529834; 0.5699184919035543; 0.4471125134588526
-0.07912068041346587; -0.5950694219974779; 0.8644957343787947; 0.8612981973768574; -0.5809317111991052
-0.9541161575997654; -0.4412897021852793; -0.45393833054428545; 0.8814843790549509; 0.04411991661203074
0.35603908623365976; -0.0032582464983221815; -0.7314754896366722; -0.6590511899386797; -0.25828651370072686
0.915085175302859; -0.11318114397282408; 0.6459644725043348; -0.8401873443383145; 0.6862058773447475
0.12122469665519309; 0.7065362841836578; 0.10274404075269805; 0.5017711651569554; 0.36697464971387433
0.7828706065454847; -0.1266528561072915; 0.542040462831112; 0.7136563077863887; 0.33396093624865747
0.8246545769025351; 0.2729842400593243; 0.5277099730971111; -0.6176441627066105; 0.26657132220810464
0.9332370164104797; -0.7497713806205795; -0.7712921622123046; -0.49630867372062415; -0.34768035673431774
0.04549397248600284; 0.8748992709401935; 0.9941595451831751; 0.0569802832168651; 0.09508027523966149
-0.5938147506544202; -0.256200258872312; 0.3272425573861222; -0.12196085423601266; -0.1630750551902002
0.9156086181728982; -0.4915596937158717; 0.490624013670508; -0.8052053646866582; 0.8450260776430454
-0.631580784390503; 0.021143310377920166; -0.27119279589819945; -0.6429570887247893; 0.15768591746784621
0.7670489564858927; 0.06776453100827462; 0.2877103136721746; -0.868829606050822; 0.16181206509233242
