coeff1, coeff2, left, right, result
-0.403776006824071, -0.09744966168014524, -0.41958784097381274, -0.591158218040805, 0.2270276712878534
0.22833025084989744, -0.8063970167375727, -0.9095369890645124, -0.6248643756883228, 0.2962139595502888
-0.09425184858830526, -0.32004373107036255, -0.8194468524018805, -0.07176134584414973, 0.10020114952933772
-0.7638900507807855, 0.6425906274219331, 0.4248988652928518, -0.21259939017519947, -0.46119039130745654
0.8219013561234598, -0.048176330905655984, -0.32629491014783407, -0.6330316422246205, -0.23768508727712317
-0.07119336019716016, -0.4864081959196971, -0.21210062578618305, -0.32940227766336205, 0.17532412385971388
0.5100019072429147, 0.21381253829641955, 0.8978141021726438, 0.9373603230063874, 0.6583062944179808
0.44356334846241396, -0.8729164216028316, -0.8155860710799441, -0.47879863539669665, 0.05618710283127892
0.7513433094274165, -0.9944566065721185, 0.4907386808931331, -0.7499925551185131, 1.1145482758838006
0.5931370114396626, 0.4242532367148859, -0.5215555167692774, -0.7000119313201085, -0.6063362081179924
-0.7961780599380064, 0.35237389885963566, -0.5298235709498491, -0.3140369356234849, 0.31117548343669776
0.7318664086808742, -0.48577932646038646, 0.7163439961361593, 0.23769136216770725, 0.40880255801299625
-0.18534281537972785, -0.14072192299957464, -0.7593984398590505, 0.9179548760470699, 0.011572669454269519
0.6050416569588455, 0.4510255791860833, 0.18860227846651556, -0.30228619047716054, -0.022226569070321875
0.4596823385983182, -0.10500624771258837, -0.3197220901702713, -0.016064511628589573, -0.14528372402355924
0.5144481633079048, 0.4793649904041686, 0.6251598563664167, 0.047469493210965386, 0.3443675530391018
0.9840417381038107, 0.7450571378722246, -0.6475493929414327, -0.25881445828865757, -0.8300471896706523
0.698572947800842, -0.29063414876074734, -0.3437295463491523, 0.6240607684355761, -0.421493532648625
-0.48874007160410904, 0.913532875154716, 0.43398878880668423, -0.9295545395061044, -1.061286342804889
0.6926769675892592, -0.9461763883887626, -0.47695957060522765, 0.4277471072117154, -0.735103122074826
0.15279743383700706, 0.849886749681313, 0.07800724596311892, 0.3719187406261091, 0.3280081166201479
-0.24202456449093157, -0.7601831034115814, 0.7156531179351824, 0.35789171888052174, -0.4452688717387401
-0.06409753240295579, 0.07847103451452897, 0.36788573766130317, 0.43558276724132616, 0.010600062371797468
0.7208690533632167, 0.9508976719094733, 0.10172913267555894, -0.3900668215398153, -0.2975802489200471
-0.6029901134048645, 0.38983522360605605, 0.2746686901133881, -0.21182754164674056, -0.24820034166401578
-0.4207240849347955, 0.5422775217221785, -0.41920588490507926, -0.2522648429880223, 0.039572458452791476
0.017147001073490875, 0.3208113999550246, 0.2685988235210317, 0.39667232412149667, 0.13186266794008414
-0.9797114956321538, -0.24888304115017057, 0.8051375526750846, -0.2104016038522063, -0.7364371248913085
-0.3980220113826254, -0.6120756301754067, 0.5028511492490262, -0.5524920217436426, 0.13802107652546242
-0.7475895135258368, -0.8442063838362546, 0.8602355535093098, 0.04368136519240373, -0.6799791663157638
0.9977263086183752, -0.6305469328578093, 0.5515781870540108, -0.14150011112174155, 0.6395465295506672
-0.46046734580496507, 0.39416889189237536, -0.2294983345503956, 0.7303646542867424, 0.39356351543464363
-0.8271396728731621, 0.264197723535748, 0.34512540799966196, 0.017026839536482097, -0.28096846482850996
0.07512109089115104, 0.8704376341880364, -0.6514842106777667, 0.4441493651624817, 0.3376641180336746
-0.2607593803492352, 0.5339705069320875, -0.8527014332168701, 0.1750044188396318, 0.31579709559168934
0.30200373857866536, 0.51360051261095, 0.9189805406990355, -0.516534617528664, 0.012243114628129215
-0.3347040173676956, 0.7170556999999353, -0.5331908583096143, 0.5714396843822305, 0.5882152051924001
-0.6211972302692153, -0.9335282218310077, -0.35468100075729336, 0.22512530607607317, 0.010166028629186141
0.10962426285119298, -0.030055300528592843, 0.5035413262662549, -0.7262274095153041, 0.07702732975213418
-0.7016027929896949, -0.8416764731712449, 0.3480758702345823, -0.08667719534914675, -0.17125684664305665
-0.703201334478142, -0.5225434916495897, 0.425503979461634, -0.2531724877308714, -0.1669213304546785
-0.7322825546286185, -0.09937499212587286, -0.15347449124608836, -0.4721084085388263, 0.15930246190111735
0.7347110273717481, -0.8990353541822615, -0.6947240912251613, 0.5860960598375913, -1.0373425295448593
-0.6287131693699151, -0.8481497213635207, 0.002529967501550656, 0.17117563261393087, -0.14677318899203265
0.45378789785753115, -0.3901316116707363, -0.007250600053807066, 0.6826590258320315, -0.26961710052604804
-0.9322303553010607, 0.2068455373870446, -0.7687090255103337, 0.5202082871062568, 0.8242166506743183
0.8983319343701663, 0.24723085172070558, -0.04207998179405181, 0.2629054133329025, 0.02719653781696569
-0.05754097702554617, -0.4933376424118239, 0.29565109390296773, -0.5077828866838636, 0.23349635937183932
0.700448662070537, 0.15637031547401192, -0.8348130890987198, -0.17582928732977732, -0.6122381924674982
0.2870085590391205, 0.6997471227791772, -0.6393303655348279, -0.23093151873847773, -0.3450869527583805
-0.1654496045685816, -0.37276450661566174, -0.23348704692585764, 0.6554214151970832, -0.2056875008755105
-0.6915937892954094, -0.31029734483022686, 0.4745349862942987, 0.6915778067113783, -0.5427802064905718
0.8726812513094144, 0.6540437027110071, -0.7833605687167344, -0.3517299897384538, -0.9136708661772172
0.6080317581265922, -0.18170087010031932, 0.1553756627601186, -0.9805924989402133, 0.2726478476694026
-0.5940936401835408, 0.5688015675039921, 0.6320322546217811, 0.3896464885705555, -0.15385480939030616
-0.900616385607641, -0.9092060985384185, 0.785746338327924, 0.9048036407544775, -1.530309015383069
0.29820081646738616, -0.19561850516885637, -0.07062616143818334, -0.4021804827023092, 0.05761316582949112
-0.9357423957784374, 0.32433326434461396, 0.5873728348320992, -0.19491236870105344, -0.6128462284829146
-0.8492327434345452, -0.42527518101454054, 0.13447750998448882, 0.4069718731565575, -0.28727774175885545
0.9049178766709902, -0.9127343683331703, 0.03378063852133817, 0.23850063641214359, -0.1871190240393774
0.6443690414654102, -0.22079339177007973, 0.6577288716782654, 0.603343889772795, 0.29060577876076116
0.5064908029163306, -0.6362804414422303, -0.7876599528856478, -0.5983382645712367, -0.01823158684892645
0.5390863562106039, -0.44033654311457116, 0.1772539685457628, -0.5835302222369261, 0.35250487688988974
-0.6053526076652938, -0.6591113613660629, -0.32168842681941245, -0.6258955306001008, 0.607269783277644
-0.6610506222712975, -0.8121437298184448, -0.960202995846384, 0.5931193640468686, 0.15304461536644837
0.6014884284306203, 0.9559867895459979, 0.9184936276725084, -0.23554064682058762, 0.32728954187067516
0.4955235245562559, -0.04726117188890866, -0.38594455764772473, 0.26269129008250514, -0.2036597057032141
-0.6293762332473343, -0.4249316355993027, -0.637940776324804, -0.6554749409426313, 0.680036801587294
0.2913426313446359, -0.04624188240580107, 0.6318257532512144, 0.9020187541527553, 0.14236673234615652
0.5560357361365929, -0.6243531093496288, 0.16453285185850763, 0.3313520331131463, -0.11539452676171581
