Left value; Right value; Expected result
-0.9544069947915681; 0.8393342393990173; 0.8393342393990173
-0.8302984976138506; -0.31217861719521456; -0.31217861719521456
0.27039766736564474; -0.18440201633992337; 0.27039766736564474
0.0702264207675436; 0.9236034004728702; 0.9236034004728702
0.9233147483011934; 0.014237542551622795; 0.9233147483011934
-0.3501065568472044; -0.7571396248704962; -0.3501065568472044
0.9114049774203936; -0.0931752910699295; 0.9114049774203936
-0.05516747240195019; 0.45819788908688963; 0.45819788908688963
-0.19046216203102762; -0.4436646702557545; -0.19046216203102762
0.15946651141317458; -0.2402487587079003; 0.15946651141317458
-0.7711412959480128; 0.2028226924066434; 0.2028226924066434
-0.9158812768403162; -0.29116018293221435; -0.29116018293221435
-0.7883571906495348; 0.29618234454617887; 0.29618234454617887
0.44412022047155286; -0.7442550672475485; 0.44412022047155286
-0.6691813336490351; 0.570670406950714; 0.570670406950714
-0.16360652266054876; 0.7508349406931076; 0.7508349406931076
-0.8733675404738801; -0.8219892260796964; -0.8219892260796964
-0.9690495313911436; 0.2926227145653866; 0.2926227145653866
-0.3660797471593169; -0.28216974086367164; -0.28216974086367164
-0.8751708729475354; -0.8999349515826305; -0.8751708729475354
0.5396326689517337; -0.3817432099182585; 0.5396326689517337
0.5491447038464647; 0.8028858168861068; 0.8028858168861068
-0.02031058337401115; 0.2245507467656338; 0.2245507467656338
-0.4710269650632304; -0.6859809417664509; -0.4710269650632304
-0.2023618354532457; 0.7262336272596615; 0.7262336272596615
0.46037172513478075; 0.17067580219211864; 0.46037172513478075
0.11538825617942217; -0.9741784643627431; 0.11538825617942217
0.71494771882586; 0.5953924645963409; 0.71494771882586
0.05370816907397957; -0.7879532566514564; 0.05370816907397957
-0.8161849425235537; -0.9088217283512956; -0.8161849425235537
0.9162522458857993; -0.4735037238831945; 0.9162522458857993
-0.3542436974902625; 0.023597803383294647; 0.023597803383294647
-0.8664844707724155; 0.9709433203326472; 0.9709433203326472
-0.856316140327877; -0.42229326506226283; -0.42229326506226283
-0.07274257444548438; 0.46234968314220737; 0.46234968314220737
-0.6221901925380622; 0.749422162224358; 0.749422162224358
0.5764761737174875; -0.25459270558709; 0.5764761737174875
0.437661387073492; 0.9122038702789401; 0.9122038702789401
-0.288806753982906; 0.8167112475050173; 0.8167112475050173
0.31540478696477203; -0.3869716629669562; 0.31540478696477203
-0.07231845018300187; -0.2701622164928721; -0.07231845018300187
-0.7041800339744031; 0.6490391903516821; 0.6490391903516821
-0.5646996039987675; -0.9755968360717868; -0.5646996039987675
0.6332559214002971; -0.7240530545088726; 0.6332559214002971
-0.4849737966933889; -0.692738222884353; -0.4849737966933889
0.4452924621130654; -0.5113367358192364; 0.4452924621130654
-0.3869670440694746; -0.8928323504984486; -0.3869670440694746
0.17268760118437188; -0.06996947976232115; 0.17268760118437188
-0.6285598696255357; -0.4819267051642624; -0.4819267051642624
-0.19685392350436426; 0.9298388509417288; 0.9298388509417288
0.629488914617524; -0.8167978815558137; 0.629488914617524
