Left value; Right value; Expected result
0.18698472177040015; -0.682872719950925; 0.18698472177040015
-0.3961427583973096; -0.20724729324743763; -0.20724729324743763
0.27943558256640433; 0.6944005192509284; 0.6944005192509284
0.14803810612289636; 0.1567343597152293; 0.1567343597152293
-0.10227687194121704; 0.6484507997098481; 0.6484507997098481
0.45265358330215477; -0.7973891761600347; 0.45265358330215477
0.8982658747763812; 0.35246115852687554; 0.8982658747763812
0.7329075764892425; -0.01500796637305557; 0.7329075764892425
-0.7840778687687513; 0.9917568454510175; 0.9917568454510175
-0.18887583351878523; -0.19448658251797846; -0.18887583351878523
-0.6588912940219405; -0.9405485682173518; -0.6588912940219405
-0.8551843395190839; -0.9408009565596969; -0.8551843395190839
-0.9497551131982149; 0.9215557254443527; 0.9215557254443527
-0.345551631338316; 0.5620679326309352; 0.5620679326309352
-0.5354350700394492; 0.7152012449164669; 0.7152012449164669
-0.5580362274316515; -0.9578316004296552; -0.5580362274316515
-0.37781689915950434; 0.45071881600254726; 0.45071881600254726
0.4330917361082356; -0.1740164233087329; 0.4330917361082356
-0.2990074060071861; -0.17676765422355856; -0.17676765422355856
-0.3183129762158041; -0.32986323066952594; -0.3183129762158041
0.13309753225316645; -0.1520168994473745; 0.13309753225316645
-0.10782672760285195; -0.9013225833438796; -0.10782672760285195
-0.7442711376144111; 0.31875497233716055; 0.31875497233716055
-0.6146658383146639; 0.2825049331521534; 0.2825049331521534
0.3372235652188209; -0.5582897194680321; 0.3372235652188209
-0.8840131202180503; 0.03611003337890528; 0.03611003337890528
0.2378170246825655; -0.5950649216268704; 0.2378170246825655
0.8575671122949744; 0.08223761649862915; 0.8575671122949744
0.7642390543113675; 0.35252782530553994; 0.7642390543113675
0.01683958277927311; -0.07881294259682603; 0.01683958277927311
0.4197026557649899; 0.2054861628125062; 0.4197026557649899
-0.8636666888797071; 0.39252493547655076; 0.39252493547655076
0.4900673537273905; -0.8755833430153206; 0.4900673537273905
-0.16397783090006124; -0.7263890104216542; -0.16397783090006124
-0.5423397689161424; -0.6032620180245085; -0.5423397689161424
0.5443886764551544; -0.9187555820858719; 0.5443886764551544
0.04578662690081736; -0.8331251075177466; 0.04578662690081736
0.19517869087562612; 0.6970620036659405; 0.6970620036659405
0.32319534860127264; -0.523782129794591; 0.32319534860127264
-0.8476787521172822; -0.14935609941663475; -0.14935609941663475
-0.8270607459695687; 0.3787023068665314; 0.3787023068665314
-0.15209541593427023; -0.12806538098051967; -0.12806538098051967
0.4237394142371058; -0.9099351710617083; 0.4237394142371058
-0.07511627540612609; -0.28886440701149696; -0.07511627540612609
0.6969503218146944; 0.1204088885531247; 0.6969503218146944
0.6400485577592216; -0.7717988604131425; 0.6400485577592216
-0.9695743884123991; -0.8520177087226017; -0.8520177087226017
0.8966063242044784; 0.1108460836197338; 0.8966063242044784
