X; Y; Expected result
0.5166332900091726; 0.29120382060944916; 0.5930511120327168
-0.6326938075777595; -0.3279773297176811; 0.712650393219553
-0.9675726396878892; -0.8084935426552926; 1.2608959598586615
0.5891610638924143; 0.2233587034066662; 0.6300792565974129
0.06834056291704371; -0.3542842443455947; 0.3608154075581411
-0.8790372237264779; 0.29188560667186536; 0.9262308827063351
0.5540509979055257; -0.5487033516312707; 0.7797742470558378
-0.5354678657956944; 0.3987145364229381; 0.667607007793323
0.0965963342867191; -0.8556103198493363; 0.8610458008900079
0.5510761136762696; 0.48139069253290745; 0.7317252776294209
-0.5560973235705706; -0.26762494514902; 0.617144508643128
-0.18246840386165886; -0.8720959783298081; 0.8909804228078452
-0.050818982961507775; 0.28457108360936223; 0.2890731233716629
-0.974246272866516; 0.34877205833900504; 1.034793577904465
0.5285751293119112; -0.06752265467824548; 0.5328705060536765
0.3796210327177645; -0.14142733402456087; 0.40510963860539867
-0.09364301436459099; -0.4661410355137301; 0.47545397161986097
-0.6441123415799879; -0.06386300422192437; 0.6472705708464618
-0.21140897827141725; 0.789256167570479; 0.8170795886214541
-0.1070428314572518; -0.4413327386367982; 0.4541285654515052
-0.418613993805635; -0.5711223619626298; 0.7081090510251068
0.8929014105774271; -0.8750026695098032; 1.250161029891926
-0.7350945442361303; 0.4829931348799936; 0.8795716896915953
0.006707689885818269; -0.22249074427624538; 0.22259183361525625
-0.6877641383531763; 0.09600371062354207; 0.6944323022859578
-0.10906045090883199; 0.8840969063571926; 0.890798249764107
0.36308088723917376; -0.1290360786961784; 0.3853284836132309
0.8020199686884892; 0.7854458225415986; 1.1225690047044474
0.1951170997314673; 0.8917466040211792; 0.9128431893764258
0.13469259982454118; -0.49117213116045577; 0.5093055653300855
0.18025836302653686; 0.4148079736808359; 0.45228169592656275
0.02053054726606729; 0.6788553160032031; 0.6791656965990355
-0.42450536484271906; -0.7597745574219807; 0.8703230336409675
-0.8544829513611494; -0.06296716429340865; 0.8567998470739905
0.5974967189328908; -0.6606575605831251; 0.8907697466187406
0.8898053249020756; -0.7450704437802584; 1.1605530933218866
0.47351283955549306; 0.8579692005553523; 0.9799620188178195
-0.5500411867417472; 0.23637851637140583; 0.5986819774422949
0.7206123399882707; -0.5439441182816731; 0.9028606472521646
0.01700983980441495; -0.608175761493472; 0.6084135859087437
0.7538898396615605; 0.6571901147811035; 1.0001243609226471
0.1544174477726683; 0.8351113142567879; 0.8492677171400808
0.3186714733681397; -0.3789947844640231; 0.4951651790963823
0.8720211710842192; -0.39695292674681415; 0.9581192769545734
-0.856926566532658; 0.9096222560676788; 1.249694278278933
0.9011143097348449; -0.4726876561995583; 1.0175660271119205
-0.36551065792308424; 0.4497958013398595; 0.5795811452750446
0.19039624873677652; -0.7455949820140357; 0.7695210255331213
-0.7762651329911943; -0.7911619350796573; 1.1083883634434386
0.1776896504537071; -0.21571559541877794; 0.2794759917868411
-0.6122273688493021; -0.4715786807030016; 0.7727928592201941
-0.7551807943571469; 0.16824934771631117; 0.7736962421860762
0.14126947423075742; -0.9575794600578529; 0.9679439481055314
-0.32428443307009336; -0.18283543298395077; 0.37227568962533747
-0.424395739337202; -0.8919765027441264; 0.9877923997557446
-0.15772442886413196; 0.4365391894459767; 0.4641588729978852
0.3183036624302631; 0.07320531585735868; 0.3266132878287326
-0.6001174439120494; 0.8565036728250841; 1.0458200074823538
-0.16019167353447306; -0.1614441737696286; 0.22743261312734642
0.2892195461534768; -0.8467816825472718; 0.8948112447744562
0.9289893345619502; 0.3815176340389175; 1.004279288252281
0.8316042720102168; -0.08291612749669341; 0.835727676593692
-0.6321276787221093; -0.9216549501185387; 1.1176015610603844
0.6231969465679692; 0.891316860923169; 1.087575367860808
0.9958851854283675; -0.5258755473681012; 1.1262026433441692
0.9245048391335684; -0.08690373917774608; 0.9285803451853043
-0.6843816981070707; -0.6621834570946512; 0.9522947230525545
-0.5714093480063056; -0.11699357838597768; 0.58326335421707
-0.3318418974386974; 0.3483909892752366; 0.481139612071063
0.96374739896369; 0.06586997115459159; 0.9659958085360333
